,n,t,r,d,i,id,iter
0,400,10,10,197.55,0,10000,20
1,400,10,10,197.55,1,10000,20
2,400,10,10,199.2,2,10000,20
3,400,10,10,200.25,3,10000,20
4,400,10,10,201.95,4,10000,20
5,400,10,10,203.65,5,10000,20
6,400,10,10,205.25,6,10000,20
7,400,10,10,206.15,7,10000,20
8,400,10,10,207.35,8,10000,20
9,400,10,10,208.5,9,10000,20
10,400,10,10,210.05,10,10000,20
11,400,10,10,211.1,11,10000,20
12,400,10,10,211.1,12,10000,20
13,400,10,10,211.5,13,10000,20
14,400,10,10,212.55,14,10000,20
15,400,10,10,213.55,15,10000,20
16,400,10,10,214.6,16,10000,20
17,400,10,10,215.2,17,10000,20
18,400,10,10,216.4,18,10000,20
19,400,10,10,216.65,19,10000,20
20,400,10,10,217.7,20,10000,20
21,400,10,10,218.5,21,10000,20
22,400,10,10,219.55,22,10000,20
23,400,10,10,219.55,23,10000,20
24,400,10,10,219.95,24,10000,20
25,400,10,10,220.35,25,10000,20
26,400,10,10,221.1,26,10000,20
27,400,10,10,221.55,27,10000,20
28,400,10,10,222.1,28,10000,20
29,400,10,10,223.4,29,10000,20
30,400,10,10,224.1,30,10000,20
31,400,10,10,224.35,31,10000,20
32,400,10,10,225.15,32,10000,20
33,400,10,10,225.4,33,10000,20
34,400,10,10,225.4,34,10000,20
35,400,10,10,225.4,35,10000,20
36,400,10,10,226.1,36,10000,20
37,400,10,10,226.7,37,10000,20
38,400,10,10,227.15,38,10000,20
39,400,10,10,228.55,39,10000,20
40,400,10,10,229.4,40,10000,20
41,400,10,10,229.8,41,10000,20
42,400,10,10,230.0,42,10000,20
43,400,10,10,230.6,43,10000,20
44,400,10,10,230.9,44,10000,20
45,400,10,10,230.9,45,10000,20
46,400,10,10,231.5,46,10000,20
47,400,10,10,232.15,47,10000,20
48,400,10,10,232.95,48,10000,20
49,400,10,10,233.55,49,10000,20
50,400,10,10,234.4,50,10000,20
51,400,10,10,235.15,51,10000,20
52,400,10,10,235.3,52,10000,20
53,400,10,10,236.35,53,10000,20
54,400,10,10,236.45,54,10000,20
55,400,10,10,236.85,55,10000,20
56,400,10,10,236.85,56,10000,20
57,400,10,10,237.6,57,10000,20
58,400,10,10,238.35,58,10000,20
59,400,10,10,239.0,59,10000,20
60,400,10,10,239.7,60,10000,20
61,400,10,10,240.1,61,10000,20
62,400,10,10,240.35,62,10000,20
63,400,10,10,241.1,63,10000,20
64,400,10,10,241.85,64,10000,20
65,400,10,10,242.25,65,10000,20
66,400,10,10,242.95,66,10000,20
67,400,10,10,242.95,67,10000,20
68,400,10,10,242.85,68,10000,20
69,400,10,10,242.9,69,10000,20
70,400,10,10,243.4,70,10000,20
71,400,10,10,243.6,71,10000,20
72,400,10,10,243.9,72,10000,20
73,400,10,10,244.1,73,10000,20
74,400,10,10,244.3,74,10000,20
75,400,10,10,244.75,75,10000,20
76,400,10,10,245.15,76,10000,20
77,400,10,10,245.8,77,10000,20
78,400,10,10,245.8,78,10000,20
79,400,10,10,245.8,79,10000,20
80,400,10,10,246.2,80,10000,20
81,400,10,10,246.65,81,10000,20
82,400,10,10,247.05,82,10000,20
83,400,10,10,247.45,83,10000,20
84,400,10,10,247.8,84,10000,20
85,400,10,10,247.95,85,10000,20
86,400,10,10,248.55,86,10000,20
87,400,10,10,249.15,87,10000,20
88,400,10,10,250.05,88,10000,20
89,400,10,10,250.05,89,10000,20
90,400,10,10,250.05,90,10000,20
91,400,10,10,250.95,91,10000,20
92,400,10,10,251.1,92,10000,20
93,400,10,10,251.4,93,10000,20
94,400,10,10,251.9,94,10000,20
95,400,10,10,252.3,95,10000,20
96,400,10,10,252.9,96,10000,20
97,400,10,10,253.9,97,10000,20
98,400,10,10,254.4,98,10000,20
99,400,10,10,254.4,99,10000,20
100,400,10,10,254.4,100,10000,20
101,400,10,10,254.7,101,10000,20
102,400,10,10,254.7,102,10000,20
103,400,10,10,255.0,103,10000,20
104,400,10,10,255.05,104,10000,20
105,400,10,10,255.1,105,10000,20
106,400,10,10,255.4,106,10000,20
107,400,10,10,255.8,107,10000,20
108,400,10,10,256.2,108,10000,20
109,400,10,10,256.55,109,10000,20
110,400,10,10,256.75,110,10000,20
111,400,10,10,256.75,111,10000,20
112,400,10,10,256.9,112,10000,20
113,400,10,10,257.3,113,10000,20
114,400,10,10,257.65,114,10000,20
115,400,10,10,257.8,115,10000,20
116,400,10,10,258.0,116,10000,20
117,400,10,10,258.45,117,10000,20
118,400,10,10,258.65,118,10000,20
119,400,10,10,258.85,119,10000,20
120,400,10,10,259.1,120,10000,20
121,400,10,10,259.3,121,10000,20
122,400,10,10,259.3,122,10000,20
123,400,10,10,259.2,123,10000,20
124,400,10,10,259.45,124,10000,20
125,400,10,10,259.7,125,10000,20
126,400,10,10,260.2,126,10000,20
127,400,10,10,260.55,127,10000,20
128,400,10,10,261.0,128,10000,20
129,400,10,10,261.25,129,10000,20
130,400,10,10,261.3,130,10000,20
131,400,10,10,261.8,131,10000,20
132,400,10,10,262.3,132,10000,20
133,400,10,10,262.3,133,10000,20
134,400,10,10,262.2,134,10000,20
135,400,10,10,262.3,135,10000,20
136,400,10,10,262.45,136,10000,20
137,400,10,10,262.6,137,10000,20
138,400,10,10,262.85,138,10000,20
139,400,10,10,262.95,139,10000,20
140,400,10,10,263.0,140,10000,20
141,400,10,10,263.2,141,10000,20
142,400,10,10,263.4,142,10000,20
143,400,10,10,263.75,143,10000,20
144,400,10,10,263.75,144,10000,20
145,400,10,10,263.85,145,10000,20
146,400,10,10,263.95,146,10000,20
147,400,10,10,264.05,147,10000,20
148,400,10,10,264.35,148,10000,20
149,400,10,10,264.45,149,10000,20
150,400,10,10,264.7,150,10000,20
151,400,10,10,265.25,151,10000,20
152,400,10,10,265.35,152,10000,20
153,400,10,10,265.55,153,10000,20
154,400,10,10,265.7,154,10000,20
155,400,10,10,265.7,155,10000,20
156,400,10,10,265.95,156,10000,20
157,400,10,10,266.15,157,10000,20
158,400,10,10,266.2,158,10000,20
159,400,10,10,266.3,159,10000,20
160,400,10,10,266.45,160,10000,20
161,400,10,10,266.45,161,10000,20
162,400,10,10,266.95,162,10000,20
163,400,10,10,267.2,163,10000,20
164,400,10,10,267.2,164,10000,20
165,400,10,10,267.3,165,10000,20
166,400,10,10,267.3,166,10000,20
167,400,10,10,266.75,167,10000,20
168,400,10,10,266.75,168,10000,20
169,400,10,10,266.9,169,10000,20
170,400,10,10,266.95,170,10000,20
171,400,10,10,267.0,171,10000,20
172,400,10,10,267.4,172,10000,20
173,400,10,10,267.55,173,10000,20
174,400,10,10,267.65,174,10000,20
175,400,10,10,267.9,175,10000,20
176,400,10,10,268.2,176,10000,20
177,400,10,10,268.2,177,10000,20
178,400,10,10,267.9,178,10000,20
179,400,10,10,268.15,179,10000,20
180,400,10,10,268.25,180,10000,20
181,400,10,10,268.75,181,10000,20
182,400,10,10,268.95,182,10000,20
183,400,10,10,269.2,183,10000,20
184,400,10,10,269.2,184,10000,20
185,400,10,10,269.75,185,10000,20
186,400,10,10,269.85,186,10000,20
187,400,10,10,269.95,187,10000,20
188,400,10,10,269.95,188,10000,20
189,400,10,10,269.8,189,10000,20
190,400,10,10,269.85,190,10000,20
191,400,10,10,269.9,191,10000,20
192,400,10,10,270.35,192,10000,20
193,400,10,10,270.65,193,10000,20
194,400,10,10,270.75,194,10000,20
195,400,10,10,271.15,195,10000,20
196,400,10,10,271.4,196,10000,20
197,400,10,10,271.75,197,10000,20
198,400,10,10,271.9,198,10000,20
199,400,10,10,271.9,199,10000,20
200,400,10,10,271.8,200,10000,20
201,400,10,10,272.0,201,10000,20
202,400,10,10,272.0,202,10000,20
203,400,10,10,272.5,203,10000,20
204,400,10,10,272.55,204,10000,20
205,400,10,10,272.9,205,10000,20
206,400,10,10,273.15,206,10000,20
207,400,10,10,273.25,207,10000,20
208,400,10,10,273.9,208,10000,20
209,400,10,10,274.0,209,10000,20
210,400,10,10,274.0,210,10000,20
211,400,10,10,273.7,211,10000,20
212,400,10,10,273.85,212,10000,20
213,400,10,10,274.05,213,10000,20
214,400,10,10,274.05,214,10000,20
215,400,10,10,274.1,215,10000,20
216,400,10,10,274.1,216,10000,20
217,400,10,10,274.85,217,10000,20
218,400,10,10,275.05,218,10000,20
219,400,10,10,275.05,219,10000,20
220,400,10,10,275.15,220,10000,20
221,400,10,10,275.15,221,10000,20
222,400,10,10,275.1,222,10000,20
223,400,10,10,275.45,223,10000,20
224,400,10,10,275.85,224,10000,20
225,400,10,10,276.05,225,10000,20
226,400,10,10,276.3,226,10000,20
227,400,10,10,276.4,227,10000,20
228,400,10,10,276.5,228,10000,20
229,400,10,10,276.5,229,10000,20
230,400,10,10,276.55,230,10000,20
231,400,10,10,276.7,231,10000,20
232,400,10,10,276.7,232,10000,20
233,400,10,10,276.25,233,10000,20
234,400,10,10,276.4,234,10000,20
235,400,10,10,276.5,235,10000,20
236,400,10,10,276.5,236,10000,20
237,400,10,10,276.55,237,10000,20
238,400,10,10,276.55,238,10000,20
239,400,10,10,276.65,239,10000,20
240,400,10,10,276.65,240,10000,20
241,400,10,10,277.1,241,10000,20
242,400,10,10,277.1,242,10000,20
243,400,10,10,277.1,243,10000,20
244,400,10,10,277.05,244,10000,20
245,400,10,10,277.1,245,10000,20
246,400,10,10,277.35,246,10000,20
247,400,10,10,277.35,247,10000,20
248,400,10,10,277.6,248,10000,20
249,400,10,10,277.85,249,10000,20
250,400,10,10,278.0,250,10000,20
251,400,10,10,278.25,251,10000,20
252,400,10,10,278.45,252,10000,20
253,400,10,10,279.15,253,10000,20
254,400,10,10,279.15,254,10000,20
255,400,10,10,279.15,255,10000,20
256,400,10,10,279.3,256,10000,20
257,400,10,10,279.5,257,10000,20
258,400,10,10,279.65,258,10000,20
259,400,10,10,280.2,259,10000,20
260,400,10,10,280.25,260,10000,20
261,400,10,10,280.25,261,10000,20
262,400,10,10,280.25,262,10000,20
263,400,10,10,280.25,263,10000,20
264,400,10,10,280.25,264,10000,20
265,400,10,10,280.25,265,10000,20
266,400,10,10,279.9,266,10000,20
267,400,10,10,279.9,267,10000,20
268,400,10,10,280.05,268,10000,20
269,400,10,10,280.25,269,10000,20
270,400,10,10,280.35,270,10000,20
271,400,10,10,280.5,271,10000,20
272,400,10,10,280.65,272,10000,20
273,400,10,10,280.7,273,10000,20
274,400,10,10,280.8,274,10000,20
275,400,10,10,280.9,275,10000,20
276,400,10,10,280.9,276,10000,20
277,400,10,10,281.15,277,10000,20
278,400,10,10,281.35,278,10000,20
279,400,10,10,281.35,279,10000,20
280,400,10,10,281.35,280,10000,20
281,400,10,10,281.45,281,10000,20
282,400,10,10,281.65,282,10000,20
283,400,10,10,281.65,283,10000,20
284,400,10,10,281.75,284,10000,20
285,400,10,10,281.75,285,10000,20
286,400,10,10,281.85,286,10000,20
287,400,10,10,281.85,287,10000,20
288,400,10,10,281.7,288,10000,20
289,400,10,10,281.9,289,10000,20
290,400,10,10,281.95,290,10000,20
291,400,10,10,281.95,291,10000,20
292,400,10,10,281.95,292,10000,20
293,400,10,10,281.95,293,10000,20
294,400,10,10,282.2,294,10000,20
295,400,10,10,282.45,295,10000,20
296,400,10,10,282.7,296,10000,20
297,400,10,10,283.0,297,10000,20
298,400,10,10,283.0,298,10000,20
299,400,10,10,282.4,299,10000,20
300,400,10,10,282.4,300,10000,20
301,400,10,10,282.4,301,10000,20
302,400,10,10,282.75,302,10000,20
303,400,10,10,282.75,303,10000,20
304,400,10,10,282.85,304,10000,20
305,400,10,10,283.05,305,10000,20
306,400,10,10,283.35,306,10000,20
307,400,10,10,283.35,307,10000,20
308,400,10,10,283.6,308,10000,20
309,400,10,10,283.6,309,10000,20
310,400,10,10,283.45,310,10000,20
311,400,10,10,283.6,311,10000,20
312,400,10,10,283.6,312,10000,20
313,400,10,10,283.75,313,10000,20
314,400,10,10,283.8,314,10000,20
315,400,10,10,283.8,315,10000,20
316,400,10,10,283.85,316,10000,20
317,400,10,10,283.9,317,10000,20
318,400,10,10,283.9,318,10000,20
319,400,10,10,284.15,319,10000,20
320,400,10,10,284.15,320,10000,20
321,400,10,10,283.8,321,10000,20
322,400,10,10,283.9,322,10000,20
323,400,10,10,284.1,323,10000,20
324,400,10,10,284.3,324,10000,20
325,400,10,10,284.3,325,10000,20
326,400,10,10,284.4,326,10000,20
327,400,10,10,284.55,327,10000,20
328,400,10,10,284.65,328,10000,20
329,400,10,10,284.65,329,10000,20
330,400,10,10,284.65,330,10000,20
331,400,10,10,284.65,331,10000,20
332,400,10,10,284.6,332,10000,20
333,400,10,10,284.8,333,10000,20
334,400,10,10,284.8,334,10000,20
335,400,10,10,284.85,335,10000,20
336,400,10,10,284.85,336,10000,20
337,400,10,10,284.95,337,10000,20
338,400,10,10,284.95,338,10000,20
339,400,10,10,285.05,339,10000,20
340,400,10,10,285.2,340,10000,20
341,400,10,10,285.2,341,10000,20
342,400,10,10,285.2,342,10000,20
343,400,10,10,284.7,343,10000,20
344,400,10,10,284.8,344,10000,20
345,400,10,10,285.05,345,10000,20
346,400,10,10,285.05,346,10000,20
347,400,10,10,285.1,347,10000,20
348,400,10,10,285.25,348,10000,20
349,400,10,10,285.35,349,10000,20
350,400,10,10,285.35,350,10000,20
351,400,10,10,285.5,351,10000,20
352,400,10,10,285.55,352,10000,20
353,400,10,10,285.55,353,10000,20
354,400,10,10,285.45,354,10000,20
355,400,10,10,285.5,355,10000,20
356,400,10,10,285.65,356,10000,20
357,400,10,10,285.8,357,10000,20
358,400,10,10,285.8,358,10000,20
359,400,10,10,285.95,359,10000,20
360,400,10,10,286.2,360,10000,20
361,400,10,10,286.3,361,10000,20
362,400,10,10,286.3,362,10000,20
363,400,10,10,286.3,363,10000,20
364,400,10,10,286.3,364,10000,20
365,400,10,10,286.05,365,10000,20
366,400,10,10,286.2,366,10000,20
367,400,10,10,286.2,367,10000,20
368,400,10,10,286.5,368,10000,20
369,400,10,10,286.5,369,10000,20
370,400,10,10,286.5,370,10000,20
371,400,10,10,286.6,371,10000,20
372,400,10,10,286.6,372,10000,20
373,400,10,10,286.8,373,10000,20
374,400,10,10,286.85,374,10000,20
375,400,10,10,286.85,375,10000,20
376,400,10,10,286.4,376,10000,20
377,400,10,10,286.45,377,10000,20
378,400,10,10,286.85,378,10000,20
379,400,10,10,286.85,379,10000,20
380,400,10,10,286.85,380,10000,20
381,400,10,10,286.85,381,10000,20
382,400,10,10,286.85,382,10000,20
383,400,10,10,286.85,383,10000,20
384,400,10,10,286.85,384,10000,20
385,400,10,10,287.15,385,10000,20
386,400,10,10,287.15,386,10000,20
387,400,10,10,286.9,387,10000,20
388,400,10,10,286.9,388,10000,20
389,400,10,10,286.9,389,10000,20
390,400,10,10,286.95,390,10000,20
391,400,10,10,286.95,391,10000,20
392,400,10,10,287.0,392,10000,20
393,400,10,10,287.0,393,10000,20
394,400,10,10,287.05,394,10000,20
395,400,10,10,287.3,395,10000,20
396,400,10,10,287.3,396,10000,20
397,400,10,10,287.3,397,10000,20
398,400,10,10,286.8,398,10000,20
399,400,10,10,286.85,399,10000,20
400,400,10,10,286.85,400,10000,20
401,400,10,10,286.95,401,10000,20
402,400,10,10,287.0,402,10000,20
403,400,10,10,287.25,403,10000,20
404,400,10,10,287.45,404,10000,20
405,400,10,10,287.55,405,10000,20
406,400,10,10,287.8,406,10000,20
407,400,10,10,287.9,407,10000,20
408,400,10,10,287.9,408,10000,20
409,400,10,10,287.3,409,10000,20
410,400,10,10,287.5,410,10000,20
411,400,10,10,287.75,411,10000,20
412,400,10,10,287.95,412,10000,20
413,400,10,10,288.0,413,10000,20
414,400,10,10,288.0,414,10000,20
415,400,10,10,288.05,415,10000,20
416,400,10,10,288.05,416,10000,20
417,400,10,10,288.1,417,10000,20
418,400,10,10,288.1,418,10000,20
419,400,10,10,288.1,419,10000,20
420,400,10,10,287.3,420,10000,20
421,400,10,10,287.4,421,10000,20
422,400,10,10,287.75,422,10000,20
423,400,10,10,287.75,423,10000,20
424,400,10,10,287.85,424,10000,20
425,400,10,10,288.1,425,10000,20
426,400,10,10,288.2,426,10000,20
427,400,10,10,288.2,427,10000,20
428,400,10,10,288.2,428,10000,20
429,400,10,10,288.65,429,10000,20
430,400,10,10,288.65,430,10000,20
431,400,10,10,288.05,431,10000,20
432,400,10,10,288.05,432,10000,20
433,400,10,10,288.25,433,10000,20
434,400,10,10,288.25,434,10000,20
435,400,10,10,288.4,435,10000,20
436,400,10,10,288.55,436,10000,20
437,400,10,10,288.55,437,10000,20
438,400,10,10,288.85,438,10000,20
439,400,10,10,288.85,439,10000,20
440,400,10,10,288.85,440,10000,20
441,400,10,10,288.85,441,10000,20
442,400,10,10,289.1,442,10000,20
443,400,10,10,289.25,443,10000,20
444,400,10,10,289.35,444,10000,20
445,400,10,10,289.45,445,10000,20
446,400,10,10,289.45,446,10000,20
447,400,10,10,289.45,447,10000,20
448,400,10,10,289.95,448,10000,20
449,400,10,10,289.95,449,10000,20
450,400,10,10,289.95,450,10000,20
451,400,10,10,289.95,451,10000,20
452,400,10,10,289.95,452,10000,20
453,400,10,10,289.25,453,10000,20
454,400,10,10,289.3,454,10000,20
455,400,10,10,289.45,455,10000,20
456,400,10,10,289.45,456,10000,20
457,400,10,10,289.7,457,10000,20
