,n,t,r,d,i,id,iter
0,200,10,10,101.25,0,2000,20
1,200,10,10,101.25,1,2000,20
2,200,10,10,102.15,2,2000,20
3,200,10,10,102.6,3,2000,20
4,200,10,10,103.15,4,2000,20
5,200,10,10,104.0,5,2000,20
6,200,10,10,105.35,6,2000,20
7,200,10,10,106.55,7,2000,20
8,200,10,10,106.85,8,2000,20
9,200,10,10,108.1,9,2000,20
10,200,10,10,109.35,10,2000,20
11,200,10,10,110.85,11,2000,20
12,200,10,10,110.85,12,2000,20
13,200,10,10,110.95,13,2000,20
14,200,10,10,111.45,14,2000,20
15,200,10,10,111.95,15,2000,20
16,200,10,10,112.3,16,2000,20
17,200,10,10,112.85,17,2000,20
18,200,10,10,113.45,18,2000,20
19,200,10,10,113.85,19,2000,20
20,200,10,10,114.25,20,2000,20
21,200,10,10,114.95,21,2000,20
22,200,10,10,115.25,22,2000,20
23,200,10,10,115.25,23,2000,20
24,200,10,10,115.3,24,2000,20
25,200,10,10,115.85,25,2000,20
26,200,10,10,116.35,26,2000,20
27,200,10,10,116.75,27,2000,20
28,200,10,10,117.15,28,2000,20
29,200,10,10,117.65,29,2000,20
30,200,10,10,118.55,30,2000,20
31,200,10,10,119.05,31,2000,20
32,200,10,10,119.5,32,2000,20
33,200,10,10,119.7,33,2000,20
34,200,10,10,119.7,34,2000,20
35,200,10,10,119.75,35,2000,20
36,200,10,10,120.15,36,2000,20
37,200,10,10,120.5,37,2000,20
38,200,10,10,120.95,38,2000,20
39,200,10,10,121.25,39,2000,20
40,200,10,10,121.7,40,2000,20
41,200,10,10,122.15,41,2000,20
42,200,10,10,122.5,42,2000,20
43,200,10,10,122.6,43,2000,20
44,200,10,10,122.9,44,2000,20
45,200,10,10,122.9,45,2000,20
46,200,10,10,122.85,46,2000,20
47,200,10,10,123.4,47,2000,20
48,200,10,10,123.5,48,2000,20
49,200,10,10,124.0,49,2000,20
50,200,10,10,124.45,50,2000,20
51,200,10,10,125.05,51,2000,20
52,200,10,10,125.35,52,2000,20
53,200,10,10,125.85,53,2000,20
54,200,10,10,126.05,54,2000,20
55,200,10,10,126.15,55,2000,20
56,200,10,10,126.15,56,2000,20
57,200,10,10,126.5,57,2000,20
58,200,10,10,126.75,58,2000,20
59,200,10,10,127.3,59,2000,20
60,200,10,10,127.8,60,2000,20
61,200,10,10,128.1,61,2000,20
62,200,10,10,128.95,62,2000,20
63,200,10,10,129.2,63,2000,20
64,200,10,10,129.25,64,2000,20
65,200,10,10,129.4,65,2000,20
66,200,10,10,129.6,66,2000,20
67,200,10,10,129.6,67,2000,20
68,200,10,10,129.35,68,2000,20
69,200,10,10,129.5,69,2000,20
70,200,10,10,129.9,70,2000,20
71,200,10,10,130.55,71,2000,20
72,200,10,10,130.75,72,2000,20
73,200,10,10,131.2,73,2000,20
74,200,10,10,131.35,74,2000,20
75,200,10,10,131.9,75,2000,20
76,200,10,10,131.95,76,2000,20
77,200,10,10,132.0,77,2000,20
78,200,10,10,132.0,78,2000,20
79,200,10,10,131.9,79,2000,20
80,200,10,10,132.1,80,2000,20
81,200,10,10,132.65,81,2000,20
82,200,10,10,132.8,82,2000,20
83,200,10,10,132.85,83,2000,20
84,200,10,10,133.1,84,2000,20
85,200,10,10,133.3,85,2000,20
86,200,10,10,133.35,86,2000,20
87,200,10,10,133.75,87,2000,20
88,200,10,10,133.75,88,2000,20
89,200,10,10,133.75,89,2000,20
90,200,10,10,133.8,90,2000,20
91,200,10,10,133.9,91,2000,20
92,200,10,10,133.9,92,2000,20
93,200,10,10,133.9,93,2000,20
94,200,10,10,134.2,94,2000,20
95,200,10,10,134.7,95,2000,20
96,200,10,10,134.9,96,2000,20
97,200,10,10,135.3,97,2000,20
98,200,10,10,135.4,98,2000,20
99,200,10,10,135.6,99,2000,20
100,200,10,10,135.6,100,2000,20
101,200,10,10,135.4,101,2000,20
102,200,10,10,135.5,102,2000,20
103,200,10,10,135.6,103,2000,20
104,200,10,10,135.7,104,2000,20
105,200,10,10,135.9,105,2000,20
106,200,10,10,136.0,106,2000,20
107,200,10,10,136.1,107,2000,20
108,200,10,10,136.2,108,2000,20
109,200,10,10,136.55,109,2000,20
110,200,10,10,136.85,110,2000,20
111,200,10,10,136.85,111,2000,20
112,200,10,10,136.3,112,2000,20
113,200,10,10,136.6,113,2000,20
114,200,10,10,136.6,114,2000,20
115,200,10,10,136.6,115,2000,20
116,200,10,10,136.7,116,2000,20
117,200,10,10,137.0,117,2000,20
118,200,10,10,137.05,118,2000,20
119,200,10,10,137.05,119,2000,20
120,200,10,10,137.3,120,2000,20
121,200,10,10,137.4,121,2000,20
122,200,10,10,137.4,122,2000,20
123,200,10,10,137.1,123,2000,20
124,200,10,10,137.1,124,2000,20
125,200,10,10,137.45,125,2000,20
126,200,10,10,137.45,126,2000,20
127,200,10,10,137.5,127,2000,20
128,200,10,10,137.5,128,2000,20
129,200,10,10,137.55,129,2000,20
130,200,10,10,138.05,130,2000,20
131,200,10,10,138.2,131,2000,20
132,200,10,10,138.3,132,2000,20
133,200,10,10,138.3,133,2000,20
134,200,10,10,138.15,134,2000,20
135,200,10,10,138.35,135,2000,20
136,200,10,10,138.4,136,2000,20
137,200,10,10,138.85,137,2000,20
138,200,10,10,139.2,138,2000,20
139,200,10,10,139.3,139,2000,20
140,200,10,10,139.4,140,2000,20
141,200,10,10,139.45,141,2000,20
142,200,10,10,139.5,142,2000,20
143,200,10,10,139.6,143,2000,20
144,200,10,10,139.6,144,2000,20
145,200,10,10,139.8,145,2000,20
146,200,10,10,139.9,146,2000,20
147,200,10,10,139.9,147,2000,20
148,200,10,10,139.95,148,2000,20
149,200,10,10,139.95,149,2000,20
150,200,10,10,140.2,150,2000,20
151,200,10,10,140.25,151,2000,20
152,200,10,10,140.55,152,2000,20
153,200,10,10,141.3,153,2000,20
154,200,10,10,141.45,154,2000,20
155,200,10,10,141.45,155,2000,20
156,200,10,10,140.5,156,2000,20
157,200,10,10,140.5,157,2000,20
158,200,10,10,140.5,158,2000,20
159,200,10,10,140.65,159,2000,20
160,200,10,10,140.8,160,2000,20
161,200,10,10,140.85,161,2000,20
162,200,10,10,140.85,162,2000,20
163,200,10,10,140.9,163,2000,20
164,200,10,10,141.2,164,2000,20
165,200,10,10,141.5,165,2000,20
166,200,10,10,141.5,166,2000,20
167,200,10,10,141.0,167,2000,20
168,200,10,10,141.1,168,2000,20
169,200,10,10,141.6,169,2000,20
170,200,10,10,141.7,170,2000,20
171,200,10,10,141.7,171,2000,20
172,200,10,10,141.85,172,2000,20
173,200,10,10,141.9,173,2000,20
174,200,10,10,142.05,174,2000,20
175,200,10,10,142.05,175,2000,20
176,200,10,10,142.2,176,2000,20
177,200,10,10,142.2,177,2000,20
178,200,10,10,142.4,178,2000,20
179,200,10,10,142.4,179,2000,20
180,200,10,10,142.45,180,2000,20
181,200,10,10,142.75,181,2000,20
182,200,10,10,142.75,182,2000,20
183,200,10,10,142.85,183,2000,20
184,200,10,10,142.85,184,2000,20
185,200,10,10,142.85,185,2000,20
186,200,10,10,142.9,186,2000,20
187,200,10,10,142.9,187,2000,20
188,200,10,10,142.9,188,2000,20
189,200,10,10,142.55,189,2000,20
190,200,10,10,142.65,190,2000,20
191,200,10,10,142.9,191,2000,20
192,200,10,10,143.0,192,2000,20
193,200,10,10,143.1,193,2000,20
194,200,10,10,143.15,194,2000,20
195,200,10,10,143.25,195,2000,20
196,200,10,10,143.65,196,2000,20
197,200,10,10,143.75,197,2000,20
198,200,10,10,143.75,198,2000,20
199,200,10,10,143.75,199,2000,20
200,200,10,10,144.0,200,2000,20
201,200,10,10,144.0,201,2000,20
202,200,10,10,144.0,202,2000,20
203,200,10,10,144.1,203,2000,20
204,200,10,10,144.15,204,2000,20
205,200,10,10,144.25,205,2000,20
206,200,10,10,144.5,206,2000,20
207,200,10,10,144.75,207,2000,20
208,200,10,10,144.75,208,2000,20
209,200,10,10,144.75,209,2000,20
210,200,10,10,144.75,210,2000,20
211,200,10,10,144.35,211,2000,20
212,200,10,10,144.35,212,2000,20
213,200,10,10,144.45,213,2000,20
214,200,10,10,144.5,214,2000,20
215,200,10,10,144.55,215,2000,20
216,200,10,10,144.6,216,2000,20
217,200,10,10,144.75,217,2000,20
218,200,10,10,144.8,218,2000,20
219,200,10,10,144.9,219,2000,20
220,200,10,10,144.95,220,2000,20
221,200,10,10,144.95,221,2000,20
222,200,10,10,144.45,222,2000,20
223,200,10,10,144.5,223,2000,20
224,200,10,10,144.5,224,2000,20
225,200,10,10,144.5,225,2000,20
226,200,10,10,144.55,226,2000,20
227,200,10,10,144.55,227,2000,20
228,200,10,10,144.65,228,2000,20
229,200,10,10,144.75,229,2000,20
230,200,10,10,144.95,230,2000,20
231,200,10,10,145.05,231,2000,20
232,200,10,10,145.05,232,2000,20
233,200,10,10,144.75,233,2000,20
234,200,10,10,145.1,234,2000,20
235,200,10,10,145.2,235,2000,20
236,200,10,10,145.35,236,2000,20
237,200,10,10,145.75,237,2000,20
238,200,10,10,146.05,238,2000,20
239,200,10,10,146.4,239,2000,20
240,200,10,10,146.7,240,2000,20
241,200,10,10,146.8,241,2000,20
242,200,10,10,146.85,242,2000,20
243,200,10,10,146.85,243,2000,20
244,200,10,10,146.0,244,2000,20
245,200,10,10,146.05,245,2000,20
246,200,10,10,146.05,246,2000,20
247,200,10,10,146.15,247,2000,20
248,200,10,10,146.2,248,2000,20
249,200,10,10,146.45,249,2000,20
250,200,10,10,146.6,250,2000,20
251,200,10,10,146.6,251,2000,20
252,200,10,10,146.7,252,2000,20
253,200,10,10,146.7,253,2000,20
254,200,10,10,146.7,254,2000,20
255,200,10,10,146.3,255,2000,20
256,200,10,10,146.3,256,2000,20
257,200,10,10,146.35,257,2000,20
258,200,10,10,146.55,258,2000,20
259,200,10,10,146.7,259,2000,20
260,200,10,10,146.75,260,2000,20
261,200,10,10,146.85,261,2000,20
262,200,10,10,147.05,262,2000,20
263,200,10,10,147.05,263,2000,20
264,200,10,10,147.25,264,2000,20
